sentence,intent,domain
desblocar el {name} del la {area},HassTurnOff,None
desblocar el {name} a el {area},HassTurnOff,None
desblocar el {name} a l'{area},HassTurnOff,None
desblocar el {name} a s'{area},HassTurnOff,None
desblocar el {name} a la {area},HassTurnOff,None
desblocar el {name} al el {area},HassTurnOff,None
desblocar el {name} al l'{area},HassTurnOff,None
desblocar el {name} al s'{area},HassTurnOff,None
desblocar el {name} al la {area},HassTurnOff,None
desblocar l'{name} en el {area},HassTurnOff,None
desblocar l'{name} en l'{area},HassTurnOff,None
desblocar l'{name} en s'{area},HassTurnOff,None
desblocar l'{name} en la {area},HassTurnOff,None
desblocar l'{name} de el {area},HassTurnOff,None
desblocar l'{name} de l'{area},HassTurnOff,None
desblocar l'{name} de s'{area},HassTurnOff,None
desblocar l'{name} de la {area},HassTurnOff,None
desblocar l'{name} del el {area},HassTurnOff,None
desblocar l'{name} del l'{area},HassTurnOff,None
desblocar l'{name} del s'{area},HassTurnOff,None
desblocar l'{name} del la {area},HassTurnOff,None
desblocar l'{name} a el {area},HassTurnOff,None
desblocar l'{name} a l'{area},HassTurnOff,None
desblocar l'{name} a s'{area},HassTurnOff,None
desblocar l'{name} a la {area},HassTurnOff,None
desblocar l'{name} al el {area},HassTurnOff,None
desblocar l'{name} al l'{area},HassTurnOff,None
desblocar l'{name} al s'{area},HassTurnOff,None
desblocar l'{name} al la {area},HassTurnOff,None
desblocar s'{name} en el {area},HassTurnOff,None
desblocar s'{name} en l'{area},HassTurnOff,None
desblocar s'{name} en s'{area},HassTurnOff,None
desblocar s'{name} en la {area},HassTurnOff,None
desblocar s'{name} de el {area},HassTurnOff,None
desblocar s'{name} de l'{area},HassTurnOff,None
desblocar s'{name} de s'{area},HassTurnOff,None
desblocar s'{name} de la {area},HassTurnOff,None
desblocar s'{name} del el {area},HassTurnOff,None
desblocar s'{name} del l'{area},HassTurnOff,None
desblocar s'{name} del s'{area},HassTurnOff,None
desblocar s'{name} del la {area},HassTurnOff,None
desblocar s'{name} a el {area},HassTurnOff,None
desblocar s'{name} a l'{area},HassTurnOff,None
desblocar s'{name} a s'{area},HassTurnOff,None
desblocar s'{name} a la {area},HassTurnOff,None
desblocar s'{name} al el {area},HassTurnOff,None
desblocar s'{name} al l'{area},HassTurnOff,None
desblocar s'{name} al s'{area},HassTurnOff,None
desblocar s'{name} al la {area},HassTurnOff,None
desblocar la {name} en el {area},HassTurnOff,None
desblocar la {name} en l'{area},HassTurnOff,None
desblocar la {name} en s'{area},HassTurnOff,None
desblocar la {name} en la {area},HassTurnOff,None
desblocar la {name} de el {area},HassTurnOff,None
desblocar la {name} de l'{area},HassTurnOff,None
desblocar la {name} de s'{area},HassTurnOff,None
desblocar la {name} de la {area},HassTurnOff,None
desblocar la {name} del el {area},HassTurnOff,None
desblocar la {name} del l'{area},HassTurnOff,None
desblocar la {name} del s'{area},HassTurnOff,None
desblocar la {name} del la {area},HassTurnOff,None
desblocar la {name} a el {area},HassTurnOff,None
desblocar la {name} a l'{area},HassTurnOff,None
desblocar la {name} a s'{area},HassTurnOff,None
desblocar la {name} a la {area},HassTurnOff,None
desblocar la {name} al el {area},HassTurnOff,None
desblocar la {name} al l'{area},HassTurnOff,None
desblocar la {name} al s'{area},HassTurnOff,None
desblocar la {name} al la {area},HassTurnOff,None
desblocat el {name} en el {area},HassTurnOff,None
desblocat el {name} en l'{area},HassTurnOff,None
desblocat el {name} en s'{area},HassTurnOff,None
desblocat el {name} en la {area},HassTurnOff,None
desblocat el {name} de el {area},HassTurnOff,None
desblocat el {name} de l'{area},HassTurnOff,None
desblocat el {name} de s'{area},HassTurnOff,None
desblocat el {name} de la {area},HassTurnOff,None
desblocat el {name} del el {area},HassTurnOff,None
desblocat el {name} del l'{area},HassTurnOff,None
desblocat el {name} del s'{area},HassTurnOff,None
desblocat el {name} del la {area},HassTurnOff,None
desblocat el {name} a el {area},HassTurnOff,None
desblocat el {name} a l'{area},HassTurnOff,None
desblocat el {name} a s'{area},HassTurnOff,None
desblocat el {name} a la {area},HassTurnOff,None
desblocat el {name} al el {area},HassTurnOff,None
desblocat el {name} al l'{area},HassTurnOff,None
desblocat el {name} al s'{area},HassTurnOff,None
desblocat el {name} al la {area},HassTurnOff,None
desblocat l'{name} en el {area},HassTurnOff,None
desblocat l'{name} en l'{area},HassTurnOff,None
desblocat l'{name} en s'{area},HassTurnOff,None
desblocat l'{name} en la {area},HassTurnOff,None
desblocat l'{name} de el {area},HassTurnOff,None
desblocat l'{name} de l'{area},HassTurnOff,None
desblocat l'{name} de s'{area},HassTurnOff,None
desblocat l'{name} de la {area},HassTurnOff,None
desblocat l'{name} del el {area},HassTurnOff,None
desblocat l'{name} del l'{area},HassTurnOff,None
desblocat l'{name} del s'{area},HassTurnOff,None
desblocat l'{name} del la {area},HassTurnOff,None
desblocat l'{name} a el {area},HassTurnOff,None
desblocat l'{name} a l'{area},HassTurnOff,None
desblocat l'{name} a s'{area},HassTurnOff,None
desblocat l'{name} a la {area},HassTurnOff,None
desblocat l'{name} al el {area},HassTurnOff,None
desblocat l'{name} al l'{area},HassTurnOff,None
desblocat l'{name} al s'{area},HassTurnOff,None
desblocat l'{name} al la {area},HassTurnOff,None
desblocat s'{name} en el {area},HassTurnOff,None
desblocat s'{name} en l'{area},HassTurnOff,None
desblocat s'{name} en s'{area},HassTurnOff,None
desblocat s'{name} en la {area},HassTurnOff,None
desblocat s'{name} de el {area},HassTurnOff,None
desblocat s'{name} de l'{area},HassTurnOff,None
desblocat s'{name} de s'{area},HassTurnOff,None
desblocat s'{name} de la {area},HassTurnOff,None
desblocat s'{name} del el {area},HassTurnOff,None
desblocat s'{name} del l'{area},HassTurnOff,None
desblocat s'{name} del s'{area},HassTurnOff,None
desblocat s'{name} del la {area},HassTurnOff,None
desblocat s'{name} a el {area},HassTurnOff,None
desblocat s'{name} a l'{area},HassTurnOff,None
desblocat s'{name} a s'{area},HassTurnOff,None
desblocat s'{name} a la {area},HassTurnOff,None
desblocat s'{name} al el {area},HassTurnOff,None
desblocat s'{name} al l'{area},HassTurnOff,None
desblocat s'{name} al s'{area},HassTurnOff,None
desblocat s'{name} al la {area},HassTurnOff,None
desblocat la {name} en el {area},HassTurnOff,None
desblocat la {name} en l'{area},HassTurnOff,None
desblocat la {name} en s'{area},HassTurnOff,None
desblocat la {name} en la {area},HassTurnOff,None
desblocat la {name} de el {area},HassTurnOff,None
desblocat la {name} de l'{area},HassTurnOff,None
desblocat la {name} de s'{area},HassTurnOff,None
desblocat la {name} de la {area},HassTurnOff,None
desblocat la {name} del el {area},HassTurnOff,None
desblocat la {name} del l'{area},HassTurnOff,None
desblocat la {name} del s'{area},HassTurnOff,None
desblocat la {name} del la {area},HassTurnOff,None
desblocat la {name} a el {area},HassTurnOff,None
desblocat la {name} a l'{area},HassTurnOff,None
desblocat la {name} a s'{area},HassTurnOff,None
desblocat la {name} a la {area},HassTurnOff,None
desblocat la {name} al el {area},HassTurnOff,None
desblocat la {name} al l'{area},HassTurnOff,None
desblocat la {name} al s'{area},HassTurnOff,None
desblocat la {name} al la {area},HassTurnOff,None
desbloquejar totes els porta|panys|porticó en el {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó en l'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó en s'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó en la {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó de el {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó de l'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó de s'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó de la {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó del el {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó del l'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó del s'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó del la {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó a el {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó a l'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó a s'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó a la {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó al el {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó al l'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó al s'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticó al la {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons en el {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons en l'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons en s'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons en la {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons de el {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons de l'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons de s'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons de la {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons del el {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons del l'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons del s'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons del la {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons a el {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons a l'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons a s'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons a la {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons al el {area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons al l'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons al s'{area},HassTurnOff,lock
desbloquejar totes els porta|panys|porticons al la {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó en el {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó en l'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó en s'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó en la {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó de el {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó de l'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó de s'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó de la {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó del el {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó del l'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó del s'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó del la {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó a el {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó a l'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó a s'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó a la {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó al el {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó al l'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó al s'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticó al la {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons en el {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons en l'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons en s'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons en la {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons de el {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons de l'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons de s'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons de la {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons del el {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons del l'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons del s'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons del la {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons a el {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons a l'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons a s'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons a la {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons al el {area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons al l'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons al s'{area},HassTurnOff,lock
desbloquejar totes els portes|panys|porticons al la {area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó en el {area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó en l'{area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó en s'{area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó en la {area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó de el {area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó de l'{area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó de s'{area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó de la {area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó del el {area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó del l'{area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó del s'{area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó del la {area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó a el {area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó a l'{area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó a s'{area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó a la {area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó al el {area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó al l'{area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó al s'{area},HassTurnOff,lock
desbloquejar totes les porta|panys|porticó al la {area},HassTurnOff,lock
